zip_code,market_id,relationship_type,mapping_rationale
97523,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97524,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97525,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97526,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97527,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97530,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97531,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97532,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97534,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97535,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97536,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97537,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97538,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97539,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97540,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97541,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97543,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97544,OR-MEDFORD,primary,Southern Oregon with Asante Health near California border 70+ miles from Eugene separate market
97701,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97702,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97703,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97707,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97708,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97709,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97711,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97712,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97720,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97730,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97731,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97732,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97733,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97734,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97735,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97736,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97737,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97738,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97739,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97740,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97741,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97750,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97751,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97752,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97753,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97754,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97756,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97758,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97759,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97760,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97761,OR-BEND,primary,High desert with St Charles Health separated from Willamette Valley by Cascade barrier
97801,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97810,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97812,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97813,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97814,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97817,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97818,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97819,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97820,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97823,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97824,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97825,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97826,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97827,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97828,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97830,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97833,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97834,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97835,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97836,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97837,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97838,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97839,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97840,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97841,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97842,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97843,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97844,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97845,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97846,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97848,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97850,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97856,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97857,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97859,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97862,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97864,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97865,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97867,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97868,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97869,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97870,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97873,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97874,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97875,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97876,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97877,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97880,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97882,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97883,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97884,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97885,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
97886,OR-PENDLETON,primary,Eastern Oregon with CHI St Anthony serving Blue Mountains separated from Portland by Cascades
98001,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98002,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98003,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98004,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98004,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98005,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98005,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98006,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98006,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98007,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98007,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98008,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98008,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98009,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98009,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98011,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98011,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98012,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98019,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98020,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98021,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98023,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98026,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98027,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98027,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98029,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98029,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98030,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98031,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98032,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98033,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98033,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98034,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98034,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98036,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98037,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98039,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98039,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98040,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98040,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98041,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98042,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98043,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98046,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98052,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98052,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98053,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98053,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98055,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98055,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98056,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98057,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98058,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98059,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98059,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98063,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98064,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98074,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98074,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98075,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98075,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98077,WA-SEATTLE-EASTSIDE,primary,Lake Washington east side with Overlake Evergreen Health via I-90 SR-520 bridges within 10-20 min
98077,WA-SEATTLE-MAIN,secondary,Cross-lake access to downtown Seattle hospitals via I-90 SR-520 in 20-35 min with bridge congestion
98087,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98092,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98093,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98101,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98102,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98103,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98104,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98105,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98106,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98107,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98108,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98109,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98112,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98115,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98116,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98117,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98118,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98119,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98121,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98122,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98125,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98126,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98128,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98133,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98134,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98136,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98144,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98146,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98148,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98154,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98158,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98164,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98166,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98168,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98174,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98177,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98178,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98188,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98195,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98198,WA-SEATTLE-SOUTHKING,primary,South King County with Valley Medical Center within 15-25 min serving suburban communities
98199,WA-SEATTLE-MAIN,primary,Central Seattle urban core with UW Medicine Swedish Virginia Mason within 15-30 min
98201,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98203,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98204,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98205,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98206,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98207,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98208,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98213,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98220,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98225,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98226,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98227,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98228,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98229,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98230,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98231,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98232,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98233,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98235,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98237,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98240,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98244,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98247,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98248,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98249,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98252,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98255,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98258,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98260,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98262,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98264,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98266,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98267,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98270,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98271,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98272,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98275,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98281,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98283,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98284,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98290,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98291,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98292,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98293,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98294,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98295,WA-BELLINGHAM,primary,Whatcom County Canadian border with PeaceHealth St Joseph 90 miles north of Seattle separate market
98296,WA-SEATTLE-EVERETT,primary,Snohomish County with Providence Regional within 15-30 min and Sounder rail connection to Seattle
98310,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98311,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
